Sno,Random Ingredients,title,ingredients,instructions
89199,"phyllo pastry,sugar,spanish onion,mandarin orange,quinoa",Spanish Quinoa Phyllo Salad," 9 ounces quinoa | 12 ounces jar mandarin oranges, drained | 12 ounces spanish onions, drained | 8 sheets phyllo pastry, thawed | 4 tablespoons sugar, plus extra for sprinkling ( see note ) ","Rinse the quinoa and oranges, and then soak them in very hot water for at least 1 hour. Drain the orange rind with hands and cut the strips into thin strips. If any left over oranges are still liquidy, rinse them and remove the peel. Wash and dry the onions, remove the strings and any hard white ends. If the peel is large, cut off both ends and cut the root into thin strips. If you are using oranges that are whole, remove the peel, including membrane and heads. Add the oranges to the quinoa, the onions, and mandarin oranges. Arrange the sheets of phyllo on a clean, flat tray or in a very clean, lightly oiled bowl. Lightly brush the phyllo with oil and scatter with sugar. Place a piece of parchment or plastic wrap on top. Place the package of phyllo sheets on top. You could also use a sheet of brown paper. Bake the phyllo on a baking sheet at 325 degrees until the edges are golden but the phyllo still wiggles as it cools. Remove the package of phyllo from the baking sheet and place on a cutting board. Cut into 3 equal squares, then place the triangles on top of each other, and cut through the triangles at the cutting board."
89200,"half,green chilies,salsa,oregano",Taco Dip, 2 cups salsa | 1 can green chilies | 1/2 teaspoon oregano | 2 cups half-and-half ,Warm the salsa and chopped green chilies with the oregano. Place the half and half in a bowl. Mix a bit of the cooled salsa mixture into the half and half. Spoon the mixture into a crock. Cover with the other half and sour cream. Chill until ready to serve.
89201,"ricotta cheese,lime wedge,cider vinegar,beef tenderloin",Pepperon's Beef Tenderloin," 2 lbs beef tenderloin, trimmed | 1 teaspoon cider vinegar | 1 cup low fat ricotta cheese | 1/4 cup diced green onion tops | lime wedge ","Preheat grill to medium high, for easy sealing. Rub the tenderloin with the vinegar and place on grill rack. Cook to desired doneness, for about 20 minutes for medium rare. Let stand for 5 minutes. Slice against the grain of the meat and serve. Garnish with green onions and lime wedges."
89202,"chilies,garam masala,white kidney bean,galangal",White Kidney Bean Masala," 1 can white kidney beans, dry | 2 teaspoons garam masala | 1 teaspoon ground coriander, or to taste | 2 teaspoons minced fresh galangal ","Stir white kidney beans, garam masala, coriander and galangal in a saucepan over medium low heat. Cook until the flavors blend, stirring occasionally, 20 to 25 minutes."
89203,"cream cheese,egg substitute",Savory Egg Noodle Curd, 1 package cream cheese | 1 cup egg substitute ,Blend all ingredients until well mixed. Refrigerate until needed.
89204,"catsup,cardamom,saffron,seasoning salt,coriander powder",Saudi Spiced Tea - Pickum or Al," 2 cups strong hot coffee, i use coffee brew mix, i use very close fat | 1/4 teaspoon cardamom | 1/4 teaspoon coriander powder | 1/8 teaspoon saffron ( optional ) | 1/2 tablespoon catsup ( optional ) ",Place ingredients in a small pot with a tight fitting lid.
89205,"vodka,button mushroom",Ww 5 Points - Mushrooms," 6 fluid ounces vodka ( the good stuff ) | 1 lb button mushroom, halved if large ","Pour the vodka into the sink, into a tall glass. Add the mushroom, cover with plastic wrap, and leave to sit in the refrigerator until ready to use. To serve, heat a match or a matchstick of small kitchen shears on a wooden skewer or a small piece of foil wrapped in a kitchen towel to keep it from sticking. Warm the mushroom on the grill or in the oven until the mushrooms are just beginning to curl slightly, 1 to 1½ minutes per side. Transfer mushrooms to a serving plate and drizzle with 1/4 teaspoon of olive oil. Wrap a piece of foil around each mushroom and serve."
89206,"kitchen bouquet,oregano leaf",Basic Oregano Sauce," 1/2 cup oregano leaves, dried | kitchen bouquet ","Combine oregano and kitchen bouquet, and store in refrigerator. Will keep in refrigerator for several months."
89207,"apple juice,chorizo sausage,tomato soup,green chilies,green food coloring",Mexican Chorizo Spiders," 1 1/2 lbs ground chorizo sausage | 6 green chilies, halved lengthways | 8 ounces condensed tomato soup | 8 ounces apple juice ( heinz is best, but heinz brand is also okay. ) | green food coloring ","Preheat the oven to 375 degrees. Mix the chorizo and chiles in a large bowl to break up any lumps. Stir in the rest of the contents of the ingredients and divide into 15 small patties. If you have any leftover sausage, place into a ziplock bag and brown in the oven for about 10 - 12 mins, depending on how thick or soft the sausage is. When browned, remove from the oven and allow to cool for 10 - 15 mins before cutting into small fingers. Serve with your choice of condiments, tortillas, cheddar cheese, or whatever else strikes your fancy."
89208,"chicken breast half,skewer,blueberry,spring onion,madras curry powder",Baked Chicken Skewers, 2 chicken breast halves | 4 spring onions | 4 teaspoons madras curry powder | 1 pint fresh blueberries | 12 skewers ,"Put chicken, spring onions, curry powder, and blueberries on a large platter. Spoon blueberry mixture onto skewers and coat well."
89209,"picante sauce,white mushroom,cardamom seed,mushroom,rice,cheese",Quickie Rice Bowl," 6 cups cooked rice ( any type will do ) | 1 jar picante sauce ( i prefer `` medium '' heat ) | 7 large white mushrooms, sliced | 2 packages cheese, white cheddar and `` chesse blend cheese blend '' or ( 8 ounce ) package vegetarian cheddar and '' cheese blend blend | 2 teaspoons cardamom seeds | 1 bunch fresh white mushrooms, sliced ","Set oven to 375°. Prepare rice according to directions given. Stir cheese into prepared rice then spread in a very thin layer over the rice. In a small bowl, mash the cardamom with a fork or spoon to release the fragrance. Lightly brush cheese over the top. Arrange the white mushrooms over the cheese and place pepper of choice on top of the cheese. Cover in a 9x13x2 pan or large casserole dish, sprayed with oil and bake about 30 minutes. Top with mushroom slices and serve hot or warm."
89210,"french baguette,papaya,salsa,andouille sausage,brandy,strawberry jam,chipotle chile,beet leaf",Ww and G," 1 french baguette, cut into 1/4-in slices | 1/2 cup brandy | 1/4 teaspoon papaya, minced | 1 1/2 cups peeled and sliced fresh strawberries or 1 1/2 cups papayas | 3 ounces andouille sausage, sliced | 1 1/2 tablespoons strawberry jam | 1 fresh chipotle chile, minced | 2 2 tablespoons strawberry jam or 2 tablespoons strawberry jam ",Arrange bread slices on baking sheet.
89211,"mint,double cream,oat,rice noodle",Rice Noodle Parcels," 300 g rice noodles | 150 ml double cream | 1/4 cup of fresh mint | mint, to serve ","Cook rice according to pack instructions. Meanwhile, place cream and mint in saucepan over low heat and simmer 2 minutes or until reduced by half. Combine rice noodles and cream mixture in a large serving bowl and stir to combine. Divide between 4 serving plates, sprinkle with mint and serve immediately."
89212,"pineapple chunk,cornmeal",Pineapple Crackers," 1/2 cup cornmeal ( not quick or fast ) | 2 tablespoons cornmeal, sifted ","Preheat oven to 350f degrees. In a bowl, mix cornmeal and dry ingredients. Make a well in the middle of the dry ingredients and add water as required to mix well. Use a fork or spoon to flatten dough evenly. Place on cookie sheet and bake about 20 minutes or until golden in color."
89213,"irish whiskey,jalapeno pepper,vegetable stock",Irish Whiskey Glögi," 1 jalapeno pepper | 1 1/2 pints vegetable stock ( made with salt ) | 1 ounce irish whiskey ( made with a mixture of a pinch of black pepper, cloves, and salt ) ","Chop the pepper into thin strips, then put it in a large saucepan with 5 cups cold water and bring slowly to a boil. Meanwhile, bring the vegetable stock to the boil and add the jalapeno, cover and simmer gently for 10 minutes or until the peppers are tender. Remove from heat and reserve. Strain the poaching liquid through a fine sieve into a jug, pressing hard to extract all the juice. Return the strained stock to the pan, season with salt, then bring to the boil. Pour the mixture into a heatproof jug. Pour the whisky over the top, return to the boil and boil rapidly for 3 minutes, then pour into 4 warmed coffee mugs. Serve immediately."
89214,"chili paste,apricot half,dill pickle,dark rum,corn oil,cayenne pepper sauce",Calypso Apricot Dip," 3 tablespoons corn oil | 1 3/4 cups apricot halves, finely chopped | 1/4 cup dark rum | 1 fresh dill pickle, minced finely | 1 tablespoon chili paste | 1 dash cayenne pepper sauce ( to taste ) ","Dice apricots into a small bite size pieces. Mix remaining ingredients together with crushed apricots. Sour cream is good on the side as a dip wi 

 ## Cooking instructions ##
 Sauce can be made hours ahead. Keep refrigerated and reheated. Also delicious on sandwich buns."
89215,"chive,mustard seed,prosciutto",Swiss Prosciutto & Chive Dipp," 1/2 lb prosciutto or 1/2 lb italian bacon, chopped | 1 teaspoon mustard seeds, ground in mortar & pestle | 2 tablespoons chives, chopped ( or 2 tsp dried ) ","In a small skillet, sauté the ham pieces in a single layer of oil or butter over a medium heat until lightly browned. Spread a large plate on the ham to capture drippings. Add mustard seeds to mustard seeds and return to heat. Cook until they start to pop, pressing with a rubber spatula or spatula. Lower the heat, add chives, and cook until lightly darkened, about 1 - 2 minutes more. Sprinkle with salt & pepper to serve."
89216,"red potato,bacon dripping,pepperoni",Potato Croquettes with Bacon and Peppers," 8 small red potatoes, peeled and cut into quarters | 2 slices bacon drippings | 8 slices pepperoni ","Place the potatoes in a saucepan and cover with salted water. Bring to boiling and then reduce the heat to low and simmer until tender, about 30 minutes. Drain and pat dry with cooking paper. While potatoes are cooking, heat the drippings in a skillet over medium heat. Crumble bacon into the skillet to make a crumbly mixture, add pepperoni slices and cook to warm through."
89217,"baking soda,soda water,brown mustard seed,cumin powder",Tandoori Biscuits, 2/3 cup soda water | 1 teaspoon baking soda | 1 teaspoon brown mustard seeds | 1 teaspoon cumin powder ,"Mix soda water, mustard seeds, and cumin together in a saucepan. Add enough soda water to give the mixture a thick consistency like biscuit dough consistency. Heat on low flame. Keep stirring biscuit dough until it become transparent and it has a deep reddish colour. When it cools on its own, transfer balls to a clean bowl and let them cool. Break or cut biscuits and toss them in the bowl with the biscuits. Store biscuits on an airtight tray in the refrigerator."
89218,"dark sesame oil,soymilk,mushroom,lettuce leaf,dill weed,white chocolate",White Chocolate and Soymilk Lettuce Wraps," 100 g white chocolate, finely chopped | 100 g fresh mushrooms, sliced | 1 cup low-fat soymilk | 1 tablespoon dark sesame oil | 3 teaspoons dill weed or 3 teaspoons dried dill weed | 2 large lettuce leaves, to serve ","Place the chocolate, mushrooms and soy milk in a small bowl, season to taste with salt and pepper and mix together until the chocolate is melted and smooth. Add the oil and dill weed and mix together until all ingredients are just combined. Divide among the lettuce leaf wraps and serve with crunchy bread for dipping."
89219,"taco seasoning mix,cucumber,salt pork,chive,soy sauce,watercress,spanish onion,carob powder",Crazy Hot Taters," 1 - 1 1/2 lb salt pork, cut into strips | 1/2 bunch chives, chopped ( optional ) | 1 spanish onion, chopped | 1 -2 tablespoon taco seasoning mix | 1 - 1 1/2 teaspoon carob powder | salt and ground black pepper ( optional ) | 1/4 cup soy sauce | 1/4 cup chopped watercress | sliced cucumber, for garnish ",Combine all ingredients and marinate pork in mixture for 3 to 4 hours. Serve on your favorite meal with bread or rice.
89220,"mango,vegetable stock,onion soup mix,vanilla bean",Mango and Onion Gravy," 2 large mangoes, halved and seeded | 1 vanilla bean, split lengthwise | 1 packet onion soup mix | 1 liter vegetable stock ","Cut mangoes into small pieces. Place the mango into a large pan or saucepan with the vanilla bean and 1/2 of the soup mix. Pour in the vegetable stock and bring to a boil. Reduce heat and simmer, covered, for 20 minutes. Turn off heat. Serve hot."
89221,"almond extract,chicken bouillon cube,pepper sauce,fennel seed",Dakota's African Dry Spices, 1 tablespoon fennel seed | 1 chicken bouillon cube | 1/4 teaspoon hot pepper sauce | 1 teaspoon almond extract ,Preheat oven to combine all ingredients and shake well.
89222,"rice wine,lemon,sirloin,yellow onion,parmigiano reggiano cheese,sesame seed,salmon steak,parsley",Grilled Salmon With Peppered Onion Rice," 2 salmon steaks | 1 1/2 tablespoons sesame seeds, toasted | 1/4 cup fresh parsley, chopped | 1 tablespoon fresh lemons or 1 tablespoon lime juice, to taste | rice wine ( to taste ) or dry vermouth ( to taste ) | 1 yellow onion, sliced | 1 1/2 ounces parmigiano-reggiano cheese or 1 1/2 ounces mozzarella cheese, grated ",Rinse the salmon under cold running water.
