Sno,Random Ingredients,title,ingredients,instructions
48360,"cumin seed,oyster sauce,chinese rice wine,barley,dark soy sauce,cream mushroom soup",Chinese Barley Soup, 1 can cream of mushroom soup | 1/2 cup barley | 1 teaspoon cumin seed ( ground ) | 1 tablespoon oyster sauce | 1 tablespoon dark soy sauce | 3 tablespoons chinese rice wine or 3 tablespoons dry sherry ,"Combine soup, barley, cumin, oyster sauce, rice wine and soy sauce in a large saucepan and bring to a boil. Reduce heat and simmer covered 15 - 20 minutes or until barley is tender. Stir and serve with a side of steamed cabbage. Enjoy we like this soup on its own with jasmine rice."
48361,"cointreau liqueur,kosher salt,tea,red bell pepper,ancho chile powder,coriander,puff pastry,mexican cheese",Puff Pastry Quesadilla," 6 ounces smoked spanish smoked spanish sweet spanish sweet spanish sweet spanish sweet spanish smoked sweet spanish smoked sweet spanish smoked sweet spanish sweet spanish | 4 tablespoons cointreau liqueur ( preferably a good brand ) | 1/2 teaspoon ground coriander | 1/2 teaspoon ground ancho chile powder | 1/2 teaspoon kosher salt | 1 tablespoon instant tea | 3 tablespoons shredded mexican cheese | 1 tablespoon shredded mexican blend cheese | 1 puff pastry sheet, thawed as directed on package for oven, thawed ( about 12 x 8 -9-inch squares or 12 -inch squares pate de campagne all gratinees ) ","If using a charcoal grill, line the rack with aluminum foil."
48362,"apricot,panko breadcrumb,grape tomato,seasoning salt,ginger,oregano,madras curry powder,white wine vinegar",Tomato Salad With Apricots (Tomsos Tomseses)," 2 lbs grape tomatoes | 1 tablespoon coarsely chopped fresh ginger | 2 tablespoons dark aged white wine vinegar | 2 teaspoons madras curry powder | 1/4 teaspoon dried oregano | 1/8 teaspoon seasoning salt | 1/8 teaspoon ground ginger | 3 tablespoons panko breadcrumbs | 1 teaspoon fresh oregano, minced | 1/8 teaspoon ground ginger | 1/2 teaspoon madras curry powder | 1/2 teaspoon dried oregano | 3 tablespoons panko breadcrumbs | 1/8 teaspoon ground ginger | 1/8 teaspoon seasoned salt | 1/8 teaspoon ground ginger | 2 tablespoons panko breadcrumbs | 1/8 teaspoon ground ginger ","Grape tomatoes, in a bowl, toss together the pickle brine, 1 tsp of ginger, vinegar, 1 tsp of curry powder, 1/4 tsp of oregano, 1/8 tsp of seasoned salt and 1/8 tsp of ground ginger. Season with salt and pepper. Chill until ready to use. Make the mint dressing. In a blender, combine the remaining ginger, 1 tsp of ginger, 1 teaspoon of curry powder and 1/8 tsp of oregano with the panko, oregano, 1/4 tsp of curry power, 1/8 tsp of ginger and 1/8 tsp of ginger and process until smooth. Pour 2 tablespoons of oil in a very large, nonstick skillet set over medium heat. When the pan is very hot, put in the grape tomatoes and, stirring occassionally, sauté them until they soften and begin to darken, about 2 minutes. Remove the tomatoes from the pan and keep warm on a platter. Make the dressing. Add the remaining 1/8 tsp of ginger to the skillet and cook it until it loses its raw texture, about 1 minute or so. Sprinkle in 1 tsp of curry power and cook this, stirring occassionally, over medium heat about 30 seconds. Remove from heat and keep warm. Make the salad. When the tomatoes are cool, remove any skin and the stems and then squeeze out the juice into a small bowl. Cut the tomatoes in half in half lengthwise. Arrange them onto a serving platter. Sprinkle half the mint dressing over the fruit in the tomato halves and drizzle half the remaining mint dressing over each one. Pour the remaining vinaigrette over the salad and garnish with the remaining mint dressing. Serve at room temperature."
48363,"brown sugar,parsley leaf",Parsley Sauce, 2/3 cup parsley leaves | 1/3 cup brown sugar ,Place the parsley and brown sugar in jar of a food processor and process until smooth. Place in sterilized bottle. Seal. It will keep in the fridge for up to 5 days.
48364,"coffee powder,sourdough bread",French Toast With Coffee-mate, 2 slices sourdough bread | cocoa powder or cinnamon flavored coffee-mate ,Toast each slice of bread. Spray a non stick pan with cooking spray. Add one slice of bread to the pan. Sprinkle desired amount of cinnamon and coked coffee over the top of the bread. Add the other slice of bread to the pan and turn toast over with a spatula so that the bread is nicely toasted on the bottom.
48365,"worcestershire sauce,lobster meat",Lobster Thermidor, 1 tablespoon worcestershire sauce | 3 cans lobsters meat ,Preheat oven to 350 degrees f. Mix the worcestershire sauce and worcestershire sauce together in a 9x13 inch baking dish. Distribute lobster meat in baking dish into single layer. Pour worcestershire sauce over the meat.
48366,"sherry,mushroom,chicken wing,purpose flour,kosher salt black pepper,iceberg lettuce,cannellini bean",Grilled Chicken Wingettes W-White Beans," 1 cup canned cannellini beans, with liquid | 1 tablespoon all-purpose flour | kosher salt & freshly ground black pepper, to taste | 1/4 cup dry sherry | 2 1/2 lbs chicken wings, tips removed | 1 -2 head iceberg lettuce, separated into leaves | 1 1/2 cups sliced fresh mushrooms ","Heat the oven to 375°f. In a 4 to 5 quart dutch oven over medium high heat, cook and stir beans in liquid until liquid evaporates. Add flour and cook, whisking, just until lightly browned. Increase heat to high. Season chicken with salt and pepper. Add chicken wings to pan and cook until golden brown and chicken is just cooked through, about 8 minutes, turning once. Remove chicken and reserve. Discard any remaining oil in pan. In a nonstick skillet large enough to accommodate all chicken wings and wings, cook the sherry over high heat, swirling pan occasionally, until browned and syrupy, about 3 minutes. Add chicken wings, lettuce and mushrooms."
48367,"beef chuck roast,guacamole,nutmeg,pear,graham cracker crumb,calrose rice",Pear 'n' Beef on a Crust, 4 cups uncooked calrose rice ( jasmine rice ) | 4 pounds beef chuck roast | 1 pound pear slices | 1 cup guacamole | 1/4 teaspoon ground nutmeg | 1 1/4 cups graham cracker crumbs ,"Preheat oven to 300 degrees f. Place uncooked calrose rice in a large bowl, and add enough water to cover. Stir in beef, and refrigerate for 1 hour. Remove meat from the refrigerator, and cut into 1 inch chunks. Coat a baking sheet with cooking spray, and spread the rice out onto it. Sprinkle cracker crumbs onto the rice. Place meat chunks in a single layer on the cracker crumbs. Top the meat with guacamole, then sprinkling nutmeg over it. Bake in preheated oven for 1 hour and 20 minutes."
48368,"naan bread,brown sugar",Focaccia Bread, 2 naan bread | 1 tablespoon brown sugar ,Preheat the oven broiler. Grease a baking sheet. Spread the bread with olive oil. Sprinkle the brown sugar into the hot bread and place on a baking sheet. Broil for 5 minutes until the bread is toasted. Serve hot.
48369,"hamburger,soy sauce,chili,coriander",Korean Burgers, 1 lb hamburger | 1/4 cup soy sauce ( i was told this was 1 tbsp ) | 1/4 teaspoon ground coriander | 1/4 teaspoon ground dried chili ( i used jalapeno's ) ,Mix seasonings. Form into patties. Grill or fry until browned.
48370,"cashew nut,basil leaf,vanilla pudding mix,orange",Faux Cashew Nut Dessert Salad, 1 package vanilla pudding mix | 1/2 cup cashew nuts | 1 teaspoon grated orange rind | fresh basil leaf ,"Prepare the vanilla pudding according to pkg directions, adding remaining ingredients into a large bowl and beating well. Turn onto serving platter and garnish with fresh basil leaves."
48371,"poblano pepper,gingerroot,golden rum",Mexican Green Chile," 1 -2 small poblano pepper | 1 inch piece fresh gingerroot, peeled | 2 cups golden rum ( mexican rum is good to use too ) ","Slice all the peppers and place them, cut side down in a large dish. Sprinkle on the ginger, top with the rum, pour on enough boiling water to cover. Let stand for one hour or until the peppers are pliable. Garnish with paprika."
48372,"bicarbonate soda,salsa,oka cheese,cherry tomato,raspberry,sesame seed,celery root",Fruit Salad," 1 -2 ounce ko cheese, grated | 1/2 teaspoon bicarbonate of soda | 1 pint cherry tomatoes, halved | 4 -5 ounces risotto vegetables or 4 -5 ounces raspberries | 1 teaspoon sesame seeds | 3 stalks celery root, finely chopped | 1 jar salsa, your favourite ","Place the cheese, bicarbonate of soda and tomatoes in a bowl. Place the vegetables/raisins/salsa in the bowl and gently stir to blend. Then, add the cheese mixture and stir to combine. Chill in the fridge for a few hours before serving."
48373,"sultana,streaky bacon,porridge oat,spring onion,pasta,beef rib,burgundy wine",Beef Broth and Rice Balls, 600 g beef short ribs | 1/2 lb streaky bacon | 1 pint burgundy wine | 100 g sultanas | 300 g pastas | 100 g mixed spring onions | 3 sprigs fresh porridge oats ,"Cut the meat into 1 inch cubes, cut the bacon rind into slices and cook slowly in the pan over a low heat so the fat does not burn or crisp. Do not brown as this could cause severe burns. Leave to cool until easy to handle and then cut into thin strips. Heat 2 tablespoons of olive oil in a pan and fry the strips of bacon. Remove from the heat and cool. Soak the sultanas in the wine for 1 - 2 hours, drain and then cut into thin wedges and fry in the remaining olive oil until golden. Place the meat, sultanas, pastas and spring onions in a pan and cover with water. Bring to the boil and simmer for 10 minutes, then add the oats, then boil for a further 5 minutes. Lift out the meat with a slotted spoon and place onto a plate. Remove the pan from the heat but leave the stock until it has been reduced by half. Add a little salt if desired and strain through a tea towel. Cut the meat into small cubes and stir through the sauce just before serving."
48374,"thyme leaf,red bean,celery rib,head cauliflower,white vinegar,milk cream,maraschino cherry","Red Bean, Cauliflower & Tomatoes Salad-Casserole"," 1 small head cauliflower, broken into florets | 1/2 cup chopped celery rib | 1 can red beans, drained and rinsed | 2 tablespoons white vinegar | 1 container whole milk & cream | 1/2 cup chopped fresh thyme leaves | 1 jar maraschino cherries, drained and finely chopped | 1/4 cup coarsely chopped fresh thyme leaves ",Heat oven to 400ºf. Toss first 7 ingredients in heavy large skillet. Transfer to oven.
48375,"five spice powder,sake,marjoram",Japanese Five-Spice Tea," 4 cups strong hot tea, room temperature | 1 1/2 cups plus 1 teaspoon sansho | 1 1/2 teaspoons five-spice powder ","Combine hot and cold water in a medium saucepan and bring to a boil. Remove from heat. Pour into a tea infuser and place over high heat. Cover with a double thickness of cloth secured with wooden picks, place a tea towel on top of the cloth and suspend the tea bag over the tea. Let steep 5 minutes. Remove tea bag and add 3 teaspoons to the tea."
48376,"bok choy,chili powder,lavender flower,italian sausage",Chili and Sausage With Bok Choy," 4 links sweet italian sausage | 20 leaves bok choy, cut into 4cm lengths | 1 tablespoon dried chili powder | 2 tablespoons chopped fresh lavender flowers ","Wash and dry the sausages. Cut lengthways into four 5cm lengths. Mix together chili powder and dried lavender flowers. Sprinkle over sausages, coating all sides well. Sprinkle with a little extra chili powder mixture and marinate 30 minutes or overnight in fridge. Brush with a little oil and grill for 4 - 5 mins each side or until cooked through and golden. Serve with plain boiled rice."
48377,"extra beef,strawberry,tuna water,tart apple,duck breast,raspberry,peanut butter,tomatillo",Spicy Duck and Apple Salad," 300 g duck breasts, slices | 2 large tart tatillos, roasted, skins left on ( optional ) | 300 g strawberries, hulled | 150 g mixed mushrooms, cleaned clean | 6 pieces tomatoes ( small tomatoes should be used ) | 100 g peanut butter, smooth | 250 ml duck water | 600 g raspberries ","Slice onions and caps very thinly. Wash and dry mushroom slice. Cut the duck breast into thin strips, place in a small sauce pan with duck fat and water. Cover and allow to cook over a moderate heat for 10 - 15 minutes, turning occasionally. The duck fat will burn easily and make this extremely tasty dish."
48378,"thai chile,corn kernel,rhubarb,squash",Rhubarb and Squash with Squash," 1 1/2 pounds rhubarb, cut into 1-inch pieces | 6 ears corn kernels, cut from the cob | 3 small red thai chiles, cut into halves | 1 pound squash, halved ","In a large pot of boiling salted water, blanch the rhubarb until the stems are tender, about 10 minutes. Drain, discarding the stems, and cut into 1 inch pieces. Transfer to a large mixing bowl, add the corn kernels and chiles and toss to combine. Set the bowl aside. Fill the pot with lightly salted water and bring to a rolling boil over high heat. Once it comes to a rolling boil, stir in the squash and return to a boil. Cook the squash until tender, 4 to 5 minutes. Drain and add to the squash with lime wedges and salt to taste. Serve warm."
