Sno,Random Ingredients,title,ingredients,instructions
67246,"dill,cherry tomato,rice milk,black pepper,manchego cheese",Menchego Rice Caffe," 1/2 cup rice milk ( or other milk ) | 1/2 cup manchego cheese, shredded | 2 tablespoons dill | salt & freshly cracked black pepper | 1/2 cup pitted drained cherry tomatoes ","Bring two cups of water to boil in a medium saucepan over high heat.  Add the rice milk, cheese, dill, salt and black pepper.  Reduce heat to medium and simmer until the rice is soft and creamy, about 35 - 45 minutes.  Stir cherry tomatoes into the top of hot rice and garnish with additional dill."
67247,"salad green,beef,mexican rice,yeast",Beef and Rice Bread," 1/3 cup instant yeast, active fluff | 1/2 cup mexican rice | 1 lb ground beef | 1 package salad greens ","Dissolve the yeast in 2tbsp warm water.  Add rice, mashing the rice into the yeast.  Stir in flour.  Turn out onto floured surface.  Knead until smooth.  Place in a greased bowl, lightly oiled, cover.  Let rise 1 1/2 times.  Pat out to about 1/2 thick.  Set on greased cookie sheet.  Bake at 375f, about 20 minutes.  Allow to cool and become slice or cut into 1/2 pieces.  Arrange on a nice platter."
67248,"pork fillet,shortening,cooking oat,sultana",English Crusted Pork with Oat Stuffing," 125 g shortening | 100 g sultanas | 4 large pork fillets, with skin | cooking oats, for lining ","Pre heat oven to 180°c.  Grease a large oven tray with oil.  Sieve the oatystuffing into a medium bowl.  Heat the shortening in a large heavy based frying pan.  Add raisins and sultanas, then lightly brown pork.  Spray pork with cooking spray and pour in all ingredients into the dry ingredients.  Toss to coat.  Arrange mix in the tray and bake for 25 - 30 mins.  Remove from oven, cool.  Serve with baked potatoes, celery and jacket potatoes."
67249,"glutinous rice,chicken bouillon,vanilla extract,ginger",Ginger and Squeezed Rice Made Easy - Make Ahead!," 1 - 1 1/4 cup of glutinous rice, soaked over night in water, rinsed and drained | 3 -4 tablespoons chicken bouillon ( or 1 -2 tsp.
    - chicken flavoring or other flavor ) | 2 slices fresh ginger and 1 tablespoon fresh vanilla extract | 1/2 teaspoon ground ginger ","In a small pan, add the ginger and vanilla and toast slowly.  Pour the ginger vanilla into the rice, you might not use all the vanilla.  Place the rice in a shallow baking dish and sprinkle cinnamon sugar on top of the rice.  The rice will absorb the spices and become fragrant so do not over toast.  You will use your hands to knead the rice and to balance it out.  Press the rice onto the rice until it is a firm, moist mound that has a lot of small crumbs on it.  Sprinkle the rice with the nutmeg, cinnamon and optional ginger.  You could also sprinkle some sliced trimmings.  Spread the fragrant rice over the rice on the surface and let it wilt and cool a little, about 30 minutes.  Wrap the rice with cling wrap, then put in a freezer bag.  After about 1/2 an hour, remove the bag.  You can now freeze it for up to 3 months.  After 1/2 an hour you can enjoy it as is or store it in the freezer for up to 3 months.  You can also use this rice recipe as a filling recipe for any kind of meat or vegetables you you want."
67250,"red food coloring,green chilies,russet potato,beef bouillon cube,green chili,soy sauce,veal cutlet,black peppercorn",Veal Stir-Fry," 4 1/2 lbs veal cutlets | 6 green chilies, sliced thinly | 6 green chili, sliced thinly | 10 black peppercorns, crushed | 2 beef bouillon cubes, dissolved in | 1 cup water | 2 tablespoons soy sauce ( i use bragg's ) | 1 tablespoon crushed black peppercorns | red food coloring ( optional ) ","In a wok or large skillet, heat some oil over high heat for 1 minute.  Stir fry the sliced meat until browned.  Remove meat from skillet and keep warm.  Add 1 cup water to the wok and add all the other ingredients, except red food coloring, and bring to boiling.  Lower heat, cover and simmer for 15 - 20 minutes or until the vegetables are tender, stirring occasionally.  Add food coloring to desired color and serve."
67251,"dark rum,quinoa,angostura bitter,nonstick cooking spray,pasta shell,strawberry","Pasta With Strawberries, Dipping Sauce & Rum"," 5 cups cooked quinoa | 50 -75 g fresh strawberries, roughly chopped | 1/4 - 1/2 cup nonstick cooking spray | 1 tablespoon dark rum | 1 dash angostura bitters | 125 g cooked pasta shells ","Drain quinoa very well in sieve removing any excess liquid or any excess water.  You will also need 1 measuring cup.  Combine with a small amount of water.  Add enough rum to make a light cream sauce.  Add bitters & set aside for a few minutes so flavors can develop.  Cut the pasta into bite sized chunks & stir until they resemble small pebbles about 1/4 inch in diameter.  Pour 1/4 cup of the cream sauce & the rest in a medium skillet over medium heat.  Add the quinoa & strawberries & heat for 3 minutes.  Season w/ angostura bitters & serve immediately.  If you love spicy foods, stir in a small piece of garlic & a dash of cayenne pepper."
67252,"malt vinegar,white rice,lemon grass",Lemongrass and Lemon Grass Rice (Mujadarah)," 2 cups white rice | 1 teaspoon finely chopped fresh lemon grass, tops ( white part only ) | 1 tablespoon coarse salt or 1 tablespoon white wine vinegar ",Place rice in bowl and sprinkle with lemon grass.  Stir and let stand for 20 - 30 minutes.  Sprinkle with salt.  Can be served hot or cold.
67253,"italian parsley,espresso coffee,beef",Coffee Flavored Gluten-Free Beef Strips - 3 Points, 1 package dried beef ( or 2 3/4 ounces packages beef tips cooked and minced finely ) | 2 tablespoons dried italian parsley ( optional ) | 1 1/2 teaspoons instant espresso or 2 1/2 teaspoons instant coffee ,Combine the first 5 ingredients and use to coat strips of beef.
67254,"balsamic vinegar,wheat hamburger bun,fennel bulb,red curry paste,sun tomato oil",Thai Beef Burgers," 2 thin cut balsamic vinegar rolls | 8 slices sun-dried tomatoes packed in oil, strips and drained | 1 fennel bulb, trimmed, sliced crossways into bite-size pieces | 1 tablespoon red curry paste | 4 whole wheat hamburger buns, split ","Toast the rolls under the broiler.  Place the tomatoes, fennel, red curry paste and 1/4 cup water in a small nonstick skillet over high heat until the vegetables are hot and the curry paste is fragrant, about 2 minutes.  Serve the burgers on the rolls and add more curry paste to serve."
67255,"cider vinegar,stewing beef",Quick Beef Stew," 3 lbs stewing beef or 3 lbs stewing veal, cut in 1/2 inch cubes | 1/4 cup cider vinegar, distilled ",Place all ingredients in a large slow cooker.  Cover and cook on low 9 - 10 hours.  Serve over cooked rice.
67256,"chicken thigh,basmati rice,cellophane noodle,pepperoncini pepper,avocado,caster sugar,grand marnier",Chicken Rice With Peppers and Avocado," 1 cup basmati rice | 2 tablespoons caster sugar | 8 chicken thighs, skinless, cut into 1in pieces | 1 pepperoncini pepper, seeded and chopped | 12 slices avocados | 2 tablespoons grand marnier or 2 tablespoons red wine vinegar | 1/2 cup basil ","Place the rice and sugar in a large pan with just enough water to cover.  Stir over the heat for 2 minutes or till the rice is swollen.  Bring to the boil, then cover and reduce the heat to low.  Cook for 25 - 30 minutes, until all the water has been absorbed.  Preheat the broiler or gas to high.  Combine the chicken, pepperoncini and 2 tbsp of the grand marnier and fry for 6 - 8 mins, until chicken is light golden brown.  Remove from the pan.  Divide the rice between 4 serving plates, then add the chicken with the avocado and remaining grand marnier, then spoon the rest of the marnier over the rice.  Scatter over the basil leaves and serve at once."
67257,"rosemary sprig,peanut,nonfat cream,green olive brine,trout fillet,curry powder,mango chutney,sea salt",Trout Skewers With Mango Chutney," 1 3/4 lbs fresh wild pacific trout fillets, thawed if frozen | sea salt | 7 tablespoons peanut or 7 tablespoons unsalted butter | 4 tablespoons curry powder | 4 tablespoons nonfat sour cream or 4 tablespoons light cream | 1 rosemary sprig, leaves only, chopped | 4 large green olives with brine | 4 tablespoons mango chutney ","Thread the fish and a skewer onto 4 wooden skewers.  If using bamboo skewers, soak in water for 30 minutes.  In a small pot add the peanut, curry powder, sour cream or light cream, a rosemary and the olives.  Bring to a boil without stirring, then simmer for 5 minutes.  Cool for 5 minutes or longer.  Preheat your broiler to high.  Thread the fish, alternating with the olives and mango chutney onto skewers, working from the center out toward the outside of the skewers.  If using bamboo skewers, soak in water for 30 minutes before using.  Place skewers on a broiler tray and broil for 4 - 5 minutes on one side or until the fish flakes easily with a fork and the fish flakes easily with a fork.  Serve immediately."
67258,"beef stew meat,chat masala,premade puff pastry",Easy Sizzler Beef Pastries, 2 lbs beef stew meat ( sirloin tip or other cuts of beef are nice ) | 1/4 cup chat masala | 12 -14 premade puff pastry sheets ,"If using sirloin tips, remove tendon and any visible fat from meat and cut into 1 inch cubes.  Mix the meat, chaat masala, and chat masala together in a bowl until meat is evenly coated.  Roll out pastry pastry sheets according to directions on package.  Use 3 sheets to make the beef mixture thicker but less likely to cook in the oven.  Place about 2 tablespoons of mixture onto one end of a pastry sheet, forming a border around it.  Roll the pastry gently over the beef mixture.  Repeat with the remaining pastry and meat mixture.  You should have about 18 layers of pastry and beef, each with a border along the long side of pastry.  Brush top of pastry with water.  Wrap in plastic wrap and refrigerate for at least 2 hours, up to 24 hours.  Preheat oven to 375f degrees.  Line a baking sheet with foil and lightly coat with nonstick cooking spray.  Transfer pastry from fridge with a pastry brush, and bake for 20 - 30 minutes or until pastry is puffed and golden brown.  Serve immediately."
67259,"chicken bouillon cube,coconut milk,chicken,pasta,splenda sugar substitute,extra beef",Coconut Beef Pasta," 1/2 can coconut milk ( i like coco lopez, but i like another brand of it ) | 1/3 lb extra lean ground beef | 8 ounces low-fat pasta, i like spirals ( i prefer spirals ) | 2 1/2 chicken bouillon cubes, crushed or 3 -4 teaspoons of other instant chicken | 3/4 teaspoon splenda sugar substitute ( to taste ) | 1/2 - 1 lb shredded chicken ","Brown the ground beef.  Add the rest of the ingredients except the chicken in a small saucepan and bring to boil, stirring with a spoon.  Reduce heat and simmer for 10 minutes or until pasta is cooked.  Add chicken and heat through, about 3 - 4 minutes or until cooked through.  Serve over white or brown rice."
67260,"cannellini,palm sugar,cardamom seed",Namibian White Beans (Fava Beans), 15 ounces white cannellini ( about 3 1/2 cups weight ) | 3/4 cup palm sugar | 6 cardamom seeds ,"Combine all ingredients in saucepan cover and simmer over medium heat until beans are very tender, about 20 minutes."
67261,"black cardamom pod,dill,crabmeat",Crabs in Mustard Sauce, 2 lbs crabmeat | 2 tablespoons fresh dill ( minced ) | 3 black cardamom pods ,Crush crab meat into small pieces and place with dill in shallow dish.  Sprinkle with black cardamom pods.  Let marinate in refrigerator for 30 - 60 minutes.  Broil in a hot oven until lightly browned.  Serve at once.
67262,"tequila,onion salt,coconut cream,kosher salt,balsamic vinegar,corn flake",Tequila Fondue With Corn Flakes," 1/2 cup corn flakes, crushed | 1/2 cup coconut cream, crushed | 1 medium sweet onion, chopped | 2 tablespoons good tequila | 1 tablespoon balsamic vinegar | 2 teaspoons kosher salt ","In small saucepan, whisk corn flakes, coconut cream, onion, tequila, vinegar and salt together.  Allow to warm and serve with your favorite fondue."
67263,"clam,bell pepper,purpose flour,seasoning salt,mint,golden raisin,lemon peel,white flour",Cranky's Clam Fritters," 12 ounces fresh clams, drained, and cracked with a fine screen | 2 teaspoons coarse seasoning salt | 1 bell pepper, chopped | 1/2 teaspoon crushed dried mint | 1/2 teaspoon coarse grated lemon peel | 1 1/2 cups all-purpose flour | 3 tablespoons white flour | 3 tablespoons golden raisins, or other golden raisins, or other dried candy sprinkle for fritter fritters ","In a large bowl, combine all dry ingredients and add the minced clams.  With your fingers, crush the clams.  They will release more liquid, if you crush them too much.  Using your hands, press the clams firmly and evenly around the inside of your bowl leaving some space at the top.  Fill the bowl with water by 1 1/2 inches and let sit for 30 minutes.  Do not drain the wine clams.  Using a spatula, scrape up the sand from the bowl into the water.  Add 1 1/2 cups flour.  Stir with a wire whisk until the dough forms into a ball.  If it is too crumbly, add small amounts of water till the ball pulls together smoothly.  You can add another cup of flour while it is still very warm for a more thorough job.  Divide the clams into 12 - 12 equal sections and squeeze about 1/2 cup of them in the palms of your hands until soft.  Set aside.  Divide the cloves of clams among the 12 shells.  Sprinkle the bell pepper chunks equally over them.  Sprinkle with a little mint.  Cover with a cloth to prevent them drying out.  You will need to add at least 2 spoonfuls of flour.  You can always have more or less.  Place the stuffed shells in a colander along with a dish towel.  After 10 minutes, gently push the shells down to the side, so that any bread crumbs that haven't stuck can fall out.  You want to have a layer of crumbs going up the side of the shells.  At this point you may have to repeat this process till all the shells are stuffed and full.  You want to let all the flour mixture drip off the pan to get nice and smooth consistency.  When complete, check the seasoning mixture and adjust if necessary.  Fill the clams with batter.  I usually make them 1 inch in diameter using a spoon or a spatula and push a clam into the centre with a skewer or fingers.  Close the lid, press firmly and remove the clam fritters by pulling the basket out.  I check them gently so they don't stick.  These are very fragile, and you can even leave them in for a few seconds for even more.  To serve, top with a sprinkle of candied lemon peel and a sprinkling of dried mint."
